# Метеостанция Нижний Новгород / Нагорный, Россия, WMO_ID=27562, выборка с 16.06.2017 по 16.06.2018, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru 
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27562&lang=ru
#
"Местное время в Нижнем Новгороде / Нагорном";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"06.12.2017 03:00";"-3.2";"744.2";"756.7";"";"82";"Ветер, дующий с юго-юго-запада";"3";"5";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.9";"";"";"";"";"";"";
"06.12.2017 00:00";"-3.1";"744.6";"757.1";"";"89";"Ветер, дующий с запада";"1";"2";"3";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.7";"";"";"";"";"";"";
"05.12.2017 21:00";"-2.0";"745.2";"757.7";"";"74";"Ветер, дующий с юго-запада";"2";"2";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.1";"";"";"";"";"";"";
"05.12.2017 18:00";"-1.6";"745.3";"757.7";"";"76";"Ветер, дующий с западо-юго-запада";"4";"6";"7";"";" ";"";"";"";"0.3";"";"";"";"";"";"";"-5.3";"Осадков нет";"12";"";"";"";"";
"05.12.2017 15:00";"-1.2";"744.7";"757.2";"";"75";"Ветер, дующий с западо-юго-запада";"4";"6";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.1";"";"";"";"";"";"";
"05.12.2017 12:00";"-1.1";"744.4";"756.9";"";"77";"Ветер, дующий с западо-юго-запада";"4";"7";"9";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.6";"";"";"";"";"";"";
"05.12.2017 09:00";"-1.0";"743.0";"755.4";"";"77";"Ветер, дующий с западо-юго-запада";"6";"8";"13";"";" ";"";"";"-1.0";"";"";"";"";"";"";"";"-4.5";"";"";"";"";"";"";
"05.12.2017 06:00";"0.1";"741.3";"753.7";"";"76";"Ветер, дующий с западо-юго-запада";"8";"13";"14";"";" ";"";"";"0.3";"";"";"";"";"";"";"";"-3.7";"Осадков нет";"12";"";"";"";"";
"05.12.2017 03:00";"1.1";"740.9";"753.1";"";"82";"Ветер, дующий с юго-запада";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.6";"";"";"";"";"";"";
"05.12.2017 00:00";"1.4";"741.1";"753.4";"";"91";"Ветер, дующий с юго-юго-запада";"4";"7";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.1";"";"";"";"";"";"";
"04.12.2017 21:00";"1.3";"742.0";"754.3";"";"91";"Ветер, дующий с юго-юго-запада";"6";"9";"9";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.1";"";"";"";"";"";"";
"04.12.2017 18:00";"1.2";"743.2";"755.5";"";"91";"Ветер, дующий с юга";"4";"8";"10";"";" ";"";"";"";"1.3";"";"";"";"";"";"";"-0.1";"Осадков нет";"12";"";"";"";"";
"04.12.2017 15:00";"0.6";"744.7";"757.0";"";"94";"Ветер, дующий с юго-юго-востока";"4";"7";"9";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.2";"";"";"";"";"";"";
"04.12.2017 12:00";"0.4";"747.5";"760.0";"";"94";"Ветер, дующий с юго-востока";"4";"6";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.4";"";"";"";"";"";"";
"04.12.2017 09:00";"0.1";"750.1";"762.6";"";"94";"Ветер, дующий с юго-юго-востока";"3";"5";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.7";"";"";"";"";"";"";
"04.12.2017 06:00";"-0.1";"751.4";"763.9";"";"94";"Ветер, дующий с юга";"2";"3";"3";"";" ";"";"";"-0.4";"";"";"";"";"";"";"";"-1.0";"Осадков нет";"12";"";"";"";"";
"04.12.2017 03:00";"0.0";"752.4";"764.8";"";"94";"Ветер, дующий с юго-юго-запада";"2";"3";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.9";"";"";"";"";"";"";
"04.12.2017 00:00";"0.1";"753.1";"765.6";"";"93";"Ветер, дующий с юго-запада";"3";"4";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.9";"";"";"";"";"";"";
"03.12.2017 21:00";"0.0";"753.2";"765.7";"";"94";"Ветер, дующий с юго-запада";"4";"6";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.9";"";"";"";"";"";"";
"03.12.2017 18:00";"-0.4";"753.6";"766.1";"";"93";"Ветер, дующий с юго-юго-запада";"3";"4";"7";"";" ";"";"";"";"0.0";"";"";"";"";"";"";"-1.4";"Осадков нет";"12";"";"";"";"";
"03.12.2017 15:00";"-0.3";"753.9";"766.4";"";"93";"Ветер, дующий с юго-юго-запада";"3";"5";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.3";"";"";"";"";"";"";
"03.12.2017 12:00";"-0.2";"754.9";"767.4";"";"94";"Ветер, дующий с юго-юго-запада";"3";"5";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.0";"";"";"";"";"";"";
"03.12.2017 09:00";"-0.8";"755.5";"768.1";"";"94";"Ветер, дующий с юга";"3";"5";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.6";"";"";"";"";"";"";
"03.12.2017 06:00";"-0.4";"756.0";"768.6";"";"94";"Ветер, дующий с юга";"2";"3";"5";"";" ";"";"";"-1.0";"";"";"";"";"";"";"";"-1.3";"Осадков нет";"12";"";"";"";"";
"03.12.2017 03:00";"0.1";"756.6";"769.2";"";"88";"Ветер, дующий с юго-юго-запада";"3";"5";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.6";"";"";"";"";"";"";
"03.12.2017 00:00";"-0.3";"756.5";"769.1";"";"91";"Ветер, дующий с юго-запада";"4";"6";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.6";"";"";"";"";"";"";
"02.12.2017 21:00";"-0.5";"756.0";"768.6";"";"92";"Ветер, дующий с юго-запада";"5";"8";"9";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.6";"";"";"";"";"";"";
"02.12.2017 18:00";"-1.0";"755.8";"768.4";"";"94";"Ветер, дующий с юго-юго-запада";"5";"7";"9";"";" ";"";"";"";"-1.0";"";"";"";"";"";"";"-1.9";"Осадков нет";"12";"";"";"";"";
"02.12.2017 15:00";"-1.4";"755.9";"768.5";"";"93";"Ветер, дующий с юга";"4";"7";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.4";"";"";"";"";"";"";
"02.12.2017 12:00";"-1.8";"756.2";"768.9";"";"93";"Ветер, дующий с юга";"4";"8";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.8";"";"";"";"";"";"";
"02.12.2017 09:00";"-3.4";"756.6";"769.3";"";"93";"Ветер, дующий с юга";"5";"7";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.4";"";"";"";"";"";"";
"02.12.2017 06:00";"-4.0";"757.0";"769.7";"";"87";"Ветер, дующий с юго-юго-востока";"7";"10";"13";"";" ";"";"";"-4.1";"";"";"";"";"";"";"";"-5.8";"Осадков нет";"12";"";"";"";"";
"02.12.2017 03:00";"-3.5";"758.5";"771.4";"";"83";"Ветер, дующий с юго-юго-востока";"7";"10";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.0";"";"";"";"";"";"";
"02.12.2017 00:00";"-3.4";"759.7";"772.6";"";"91";"Ветер, дующий с юго-юго-востока";"6";"10";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.7";"";"";"";"";"";"";
"01.12.2017 21:00";"-3.1";"760.6";"773.3";"";"86";"Ветер, дующий с юго-востока";"5";"";"9";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.1";"";"";"";"";"";"";
"01.12.2017 18:00";"-4.0";"761.6";"774.5";"";"88";"Ветер, дующий с юго-востока";"5";"8";"10";"";" ";"";"";"";"-3.9";"";"";"";"";"";"";"-5.7";"Осадков нет";"12";"";"";"";"";
"01.12.2017 15:00";"-4.5";"762.7";"775.6";"";"88";"Ветер, дующий с юго-востока";"6";"8";"9";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.2";"";"";"";"";"";"";
"01.12.2017 12:00";"-4.1";"762.8";"775.7";"";"89";"Ветер, дующий с юго-востока";"6";"8";"9";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.7";"";"";"";"";"";"";
"01.12.2017 09:00";"-4.3";"763.1";"776.0";"";"87";"Ветер, дующий с юго-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.1";"";"";"";"";"";"";
"01.12.2017 06:00";"-4.4";"762.7";"775.6";"";"91";"Ветер, дующий с юго-востока";"4";"5";"";"";" ";"";"";"-4.8";"";"";"";"";"";"";"";"-5.6";"Осадков нет";"12";"";"";"";"";
"01.12.2017 03:00";"-4.7";"763.3";"776.2";"";"89";"Ветер, дующий с юга";"2";"4";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.2";"";"";"";"";"";"";
"01.12.2017 00:00";"-4.7";"763.0";"775.9";"";"87";"Ветер, дующий с юга";"3";"4";"7";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.6";"";"";"";"";"";"";
"30.11.2017 21:00";"-4.4";"762.7";"775.6";"";"85";"Ветер, дующий с юго-юго-запада";"3";"5";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.5";"";"";"";"";"";"";
"30.11.2017 18:00";"-3.8";"762.2";"775.1";"";"86";"Ветер, дующий с юга";"3";"4";"6";"";" ";"";"";"";"-3.3";"";"";"";"";"";"";"-5.8";"Осадков нет";"12";"";"";"";"";
"30.11.2017 15:00";"-3.5";"761.5";"774.3";"";"86";"Ветер, дующий с юга";"3";"5";"7";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.5";"";"";"";"";"";"";
"30.11.2017 12:00";"-3.4";"761.0";"773.8";"";"89";"Ветер, дующий с юга";"4";"7";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.0";"";"";"";"";"";"";
"30.11.2017 09:00";"-3.5";"760.6";"773.4";"";"88";"Ветер, дующий с юга";"3";"6";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.2";"";"";"";"";"";"";
"30.11.2017 06:00";"-3.3";"760.2";"773.0";"";"87";"Ветер, дующий с юга";"5";"8";"";"";" ";"";"";"-6.8";"";"";"";"";"";"";"";"-5.2";"Осадков нет";"12";"";"";"";"";
"30.11.2017 03:00";"-3.2";"760.1";"772.9";"";"87";"Ветер, дующий с юга";"4";"7";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.1";"";"";"";"";"";"";
"30.11.2017 00:00";"-4.3";"760.0";"772.9";"";"90";"Ветер, дующий с юго-юго-востока";"3";"5";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.7";"";"";"";"";"";"";
"29.11.2017 21:00";"-5.4";"760.0";"773.0";"";"90";"Ветер, дующий с юго-юго-востока";"4";"5";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.8";"";"";"";"";"";"";
"29.11.2017 15:00";"-6.6";"760.6";"773.5";"";"90";"Ветер, дующий с юго-востока";"2";"3";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.0";"";"";"";"";"";"";
"29.11.2017 12:00";"-7.5";"760.7";"773.8";"";"88";"Ветер, дующий с юго-запада";"3";"5";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.1";"";"";"";"";"";"";
"29.11.2017 09:00";"-8.9";"760.0";"773.2";"";"88";"Ветер, дующий с юга";"2";"3";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"-10.6";"";"";"";"";"";"";
"29.11.2017 06:00";"-8.3";"759.7";"772.7";"";"88";"Ветер, дующий с юго-юго-востока";"2";"3";"3";"";" ";"";"";"-8.9";"";"";"";"";"";"";"";"-10.0";"Осадков нет";"12";"";"";"";"";
"29.11.2017 03:00";"-8.9";"759.7";"772.7";"";"90";"Ветер, дующий с юго-юго-востока";"2";"3";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"-10.2";"";"";"";"";"";"";
"29.11.2017 00:00";"-8.2";"759.5";"772.6";"";"90";"Ветер, дующий с юго-юго-востока";"2";"3";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.6";"";"";"";"";"";"";
"28.11.2017 21:00";"-7.2";"759.4";"772.3";"";"91";"Ветер, дующий с юга";"2";"3";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.4";"";"";"";"";"";"";
"28.11.2017 18:00";"-6.0";"759.3";"772.2";"";"91";"Ветер, дующий с юга";"2";"4";"5";"";" ";"";"";"";"-5.5";"";"";"";"";"";"";"-7.3";"Осадков нет";"12";"";"";"";"";
"28.11.2017 15:00";"-5.7";"759.0";"771.9";"";"91";"Ветер, дующий с юга";"2";"4";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.9";"";"";"";"";"";"";
"28.11.2017 12:00";"-5.8";"759.4";"772.3";"";"91";"Ветер, дующий с юга";"1";"3";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.0";"";"";"";"";"";"";
"28.11.2017 09:00";"-6.6";"759.2";"772.2";"";"91";"Ветер, дующий с юга";"2";"4";"4";"";" ";"";"";"-7.1";"";"";"";"";"";"";"";"-7.8";"";"";"";"";"";"";
"28.11.2017 06:00";"-7.0";"759.4";"772.4";"";"91";"Ветер, дующий с юго-юго-запада";"2";"4";"5";"";" ";"";"";"-6.9";"";"";"";"";"";"";"";"-8.2";"Осадков нет";"12";"";"";"";"";
"28.11.2017 03:00";"-5.9";"759.2";"772.1";"";"92";"Ветер, дующий с юго-юго-запада";"2";"3";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.0";"";"";"";"";"";"";
"28.11.2017 00:00";"-6.2";"759.5";"772.5";"";"92";"Ветер, дующий с юга";"2";"4";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.3";"";"";"";"";"";"";
"27.11.2017 21:00";"-6.6";"759.6";"772.6";"";"92";"Ветер, дующий с юго-юго-запада";"2";"3";"3";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.7";"";"";"";"";"";"";
"27.11.2017 18:00";"-6.8";"759.6";"772.6";"";"92";"Ветер, дующий с юга";"2";"3";"5";"";" ";"";"";"";"-6.6";"";"";"";"";"";"";"-7.9";"Осадков нет";"12";"";"";"";"";
"27.11.2017 15:00";"-6.9";"759.7";"772.7";"";"91";"Ветер, дующий с запада";"3";"5";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.2";"";"";"";"";"";"";
"27.11.2017 12:00";"-6.7";"759.9";"772.9";"";"89";"Ветер, дующий с западо-юго-запада";"3";"4";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.3";"";"";"";"";"";"";
"27.11.2017 09:00";"-7.1";"759.6";"772.6";"";"89";"Ветер, дующий с западо-юго-запада";"3";"4";"7";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.7";"";"";"";"";"";"";
"27.11.2017 06:00";"-7.1";"759.3";"772.3";"";"89";"Ветер, дующий с западо-юго-запада";"4";"7";"8";"";" ";"";"";"-8.5";"";"";"";"";"";"";"";"-8.7";"Осадков нет";"12";"";"";"";"";
"27.11.2017 03:00";"-7.4";"759.3";"772.3";"";"88";"Ветер, дующий с западо-юго-запада";"4";"5";"7";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.0";"";"";"";"";"";"";
"27.11.2017 00:00";"-7.6";"759.4";"772.3";"";"90";"Ветер, дующий с юго-запада";"4";"7";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.0";"";"";"";"";"";"";
"26.11.2017 21:00";"-7.4";"759.4";"772.4";"";"89";"Ветер, дующий с юга";"2";"3";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.9";"";"";"";"";"";"";
"26.11.2017 18:00";"-5.0";"759.6";"772.5";"";"83";"Ветер, дующий с юго-юго-запада";"3";"5";"7";"";" ";"";"";"";"-2.0";"";"";"";"";"";"";"-7.5";"Осадков нет";"12";"";"";"";"";
"26.11.2017 15:00";"-3.4";"759.0";"771.8";"";"80";"Ветер, дующий с юга";"3";"6";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.4";"";"";"";"";"";"";
"26.11.2017 12:00";"-2.0";"758.9";"771.7";"";"80";"Ветер, дующий с юго-запада";"3";"5";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.1";"";"";"";"";"";"";
"26.11.2017 09:00";"-2.4";"758.6";"771.4";"";"91";"Ветер, дующий с западо-юго-запада";"2";"3";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.7";"";"";"";"";"";"";
"26.11.2017 06:00";"-2.9";"757.8";"770.5";"";"92";"Ветер, дующий с юго-запада";"2";"3";"3";"";" ";"";"";"-4.0";"";"";"";"";"";"";"";"-4.1";"Осадков нет";"12";"";"";"";"";
"26.11.2017 03:00";"-3.2";"757.3";"770.1";"";"92";"Ветер, дующий с юго-запада";"1";"2";"2";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.3";"";"";"";"";"";"";
"26.11.2017 00:00";"-3.7";"756.6";"769.3";"";"93";"Ветер, дующий с северо-запада";"1";"1";"1";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.7";"";"";"";"";"";"";
"25.11.2017 21:00";"-3.7";"755.9";"768.7";"";"91";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.9";"";"";"";"";"";"";
"25.11.2017 18:00";"-3.9";"755.6";"768.4";"";"91";"Ветер, дующий с запада";"1";"1";"2";"";" ";"";"";"";"-3.9";"";"";"";"";"";"";"-5.1";"Осадков нет";"12";"";"";"";"";
"25.11.2017 15:00";"-4.2";"754.8";"767.5";"";"91";"Ветер, дующий с юга";"1";"1";"2";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.5";"";"";"";"";"";"";
"25.11.2017 12:00";"-4.7";"754.4";"767.2";"";"91";"Ветер, дующий с юго-востока";"1";"2";"2";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.9";"";"";"";"";"";"";
"25.11.2017 09:00";"-5.5";"754.4";"767.2";"";"92";"Ветер, дующий с востока";"1";"1";"2";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.6";"";"";"";"";"";"";
"25.11.2017 06:00";"-6.0";"754.0";"766.9";"";"92";"Ветер, дующий с северо-северо-востока";"1";"";"4";"";" ";"";"";"-6.4";"";"";"";"";"";"";"";"-7.1";"Осадков нет";"12";"";"";"";"";
"25.11.2017 03:00";"-6.3";"754.0";"766.9";"";"92";"Ветер, дующий с севера";"2";"3";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.4";"";"";"";"";"";"";
"24.11.2017 21:00";"-5.2";"754.3";"767.1";"";"88";"Ветер, дующий с севера";"2";"4";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.9";"";"";"";"";"";"";
"24.11.2017 18:00";"-4.9";"754.4";"767.2";"";"87";"Ветер, дующий с северо-северо-запада";"3";"5";"5";"";" ";"";"";"";"-4.5";"";"";"";"";"";"";"-6.8";"Осадков нет";"12";"";"";"";"";
"24.11.2017 15:00";"-4.5";"754.6";"767.3";"";"85";"Ветер, дующий с северо-северо-запада";"2";"3";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.6";"";"";"";"";"";"";
"24.11.2017 12:00";"-4.6";"754.6";"767.5";"";"85";"Ветер, дующий с северо-северо-запада";"2";"4";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.8";"";"";"";"";"";"";
"24.11.2017 09:00";"-5.1";"754.6";"767.4";"";"87";"Ветер, дующий с северо-северо-запада";"3";"4";"5";"";" ";"";"";"-5.2";"";"";"";"";"";"";"";"-7.0";"";"";"";"";"";"";
"24.11.2017 06:00";"-5.1";"753.7";"766.5";"";"87";"Ветер, дующий с северо-северо-запада";"2";"4";"5";"";" ";"";"";"-5.1";"";"";"";"";"";"";"";"-7.0";"Осадков нет";"12";"";"";"";"";
"24.11.2017 03:00";"-4.9";"752.7";"765.4";"";"88";"Ветер, дующий с северо-северо-запада";"2";"4";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.6";"";"";"";"";"";"";
"24.11.2017 00:00";"-4.5";"751.5";"764.2";"";"87";"Ветер, дующий с северо-запада";"2";"4";"7";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.4";"";"";"";"";"";"";
"23.11.2017 21:00";"-4.2";"749.7";"762.4";"";"88";"Ветер, дующий с северо-северо-запада";"4";"7";"7";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.9";"";"";"";"";"";"";
"23.11.2017 18:00";"-3.5";"748.3";"760.9";"";"88";"Ветер, дующий с северо-северо-запада";"3";"6";"8";"";" ";"";"";"";"-0.6";"";"";"";"";"";"";"-5.3";"Осадков нет";"12";"";"";"";"";
"23.11.2017 15:00";"-2.6";"746.2";"758.8";"";"87";"Ветер, дующий с северо-северо-запада";"4";"7";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.5";"";"";"";"";"";"";
"23.11.2017 12:00";"-2.1";"744.5";"757.0";"";"91";"Ветер, дующий с северо-северо-запада";"4";"8";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.4";"";"";"";"";"";"";
"23.11.2017 09:00";"-2.1";"743.5";"756.0";"";"92";"Ветер, дующий с северо-запада";"4";"8";"9";"";" ";"";"";"-2.1";"";"";"";"";"";"";"";"-3.2";"";"";"";"";"";"";
"23.11.2017 06:00";"-0.8";"741.7";"754.1";"";"94";"Ветер, дующий с северо-запада";"5";"8";"8";"";" ";"";"";"-0.6";"";"";"";"";"";"";"";"-1.6";"Осадков нет";"12";"";"";"";"";
"23.11.2017 03:00";"1.4";"740.8";"753.0";"";"94";"Ветер, дующий с севера";"1";"2";"3";"";" ";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";
"23.11.2017 00:00";"1.2";"740.4";"752.7";"";"92";"Ветер, дующий с востоко-северо-востока";"1";"1";"2";"";" ";"";"";"";"";"";"";"";"";"";"";"0.1";"";"";"";"";"";"";
"22.11.2017 21:00";"1.2";"739.9";"752.2";"";"92";"Ветер, дующий с востоко-юго-востока";"1";"2";"3";"";" ";"";"";"";"";"";"";"";"";"";"";"0.0";"";"";"";"";"";"";
"22.11.2017 18:00";"1.2";"739.3";"751.5";"";"92";"Ветер, дующий с востока";"2";"3";"4";"";" ";"";"";"";"2.7";"";"";"";"";"";"";"0.0";"Осадков нет";"12";"";"";"";"";
"22.11.2017 15:00";"1.9";"739.3";"751.5";"";"90";"Ветер, дующий с востока";"2";"4";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";
"22.11.2017 12:00";"1.6";"739.9";"752.2";"";"92";"Ветер, дующий с востоко-юго-востока";"4";"5";"7";"";" ";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";
"22.11.2017 09:00";"2.0";"739.9";"752.2";"";"95";"Ветер, дующий с востоко-юго-востока";"3";"5";"";"";" ";"";"";"2.0";"";"";"";"";"";"";"";"1.2";"";"";"";"";"";"";
"22.11.2017 06:00";"2.7";"740.1";"752.3";"";"94";"Ветер, дующий с востоко-юго-востока";"2";"4";"5";"";" ";"";"";"2.4";"";"";"";"";"";"";"";"1.8";"Осадков нет";"12";"";"";"";"";
"22.11.2017 03:00";"3.2";"740.4";"752.5";"";"94";"Ветер, дующий с юго-востока";"2";"4";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"2.3";"";"";"";"";"";"";
"22.11.2017 00:00";"3.2";"740.6";"752.8";"";"94";"Ветер, дующий с юго-юго-востока";"2";"3";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"2.3";"";"";"";"";"";"";
"21.11.2017 21:00";"3.0";"740.5";"752.6";"";"94";"Ветер, дующий с юго-востока";"3";"4";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"2.1";"";"";"";"";"";"";
"21.11.2017 18:00";"2.4";"740.8";"753.0";"";"94";"Ветер, дующий с юго-востока";"2";"3";"4";"";" ";"";"";"";"3.4";"";"";"";"";"";"";"1.5";"Осадков нет";"12";"";"";"";"";
